,pca,tsne,_step,_wandb,_runtime,_timestamp,max_accuracy,knn,lr,k_wl,seed,tags,model,k_fold,dataset,batch_size,gnn_kwargs,max_epochs,mlp_kwargs,num_repition,wl_convergence,encoding_kwargs,transformer_kwargs,Tags,name,run_id,num_epochs,val_accuracy,test_accuracy,num_epochs_std,val_accuracy_std,test_accuracy_std,train_accuracy,train_accuracy_std,jk,act,norm,device,dropout,act_first,num_layers,hidden_channels,embedding_dim,Shannon Diversity,1-WL Accuracy,dataset_names,wl_max_iterations,model_type
1405,,,0.0,{'runtime': 623},624.0985598564148,1685640554.921845,,,0.02998638173844907,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.17606854097469463, 'num_layers': 4}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 19:18:49,9voqck0l,94.23999786376952,77.82178497314453,74.04584503173828,3.0139811038970947,4.094516277313232,4.384934425354004,78.78952026367188,2.2581024169921875,,relu,batch_norm,cpu,0.17606854097469463,,4.0,,16.0,,,,,1-WL+NN
1406,,,0.0,{'runtime': 754},755.0380589962006,1685640364.629073,,,0.08447944345926629,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0974459377601596, 'num_layers': 2}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 19:13:27,96by4845,107.5199966430664,70.4356460571289,67.50418090820312,4.046868324279785,4.858758449554443,4.772740840911865,70.5520248413086,4.677680492401123,,relu,batch_norm,cpu,0.0974459377601596,,2.0,,64.0,,,,,1-WL+NN
1407,,,0.0,{'runtime': 432},433.186585187912,1685639915.600032,,,0.004584485483690772,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.16468299610707737, 'num_layers': 2}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 19:11:21,l1db62r8,80.73999786376953,77.3663330078125,73.45431518554688,1.860546350479126,3.555870771408081,3.819148063659668,78.2677993774414,2.3197665214538574,,relu,batch_norm,cpu,0.16468299610707737,,2.0,,16.0,,,,,1-WL+NN
1408,,,0.0,{'runtime': 2591},2592.1652958393097,1685641750.299991,,,0.05763050150516801,2.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.11259502546336075, 'num_layers': 5}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 19:05:56,xseon333,101.13999938964844,78.07567596435547,76.8272476196289,3.708842277526855,1.9752651453018188,2.5554232597351074,82.10214233398438,1.9924232959747312,,relu,batch_norm,cuda,0.11259502546336075,,5.0,,32.0,,,,,1-WL+NN
1409,,,0.0,{'runtime': 633},634.2797958850861,1685639453.857049,,,0.06744918373127562,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 7.757126776783974e-05, 'num_layers': 3}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 19:00:18,uodyabkz,107.33999633789062,72.33663940429688,68.17084503173828,3.496995687484741,5.331508636474609,4.889388561248779,70.6963119506836,3.483025312423706,,relu,batch_norm,cpu,7.757126776783974e-05,,3.0,,64.0,,,,,1-WL+NN
1410,,,0.0,{'runtime': 1014},1014.8737819194794,1685639593.506784,,,0.024605860900258507,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1246386317714316, 'num_layers': 3}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 18:56:17,zzh78ya0,95.0999984741211,79.22772216796875,74.60537719726562,3.5927932262420654,3.9069433212280273,3.876983642578125,80.19770812988281,2.6696321964263916,,relu,batch_norm,cpu,0.1246386317714316,,3.0,,128.0,,,,,1-WL+NN
1411,,,0.0,{'runtime': 513},514.0822329521179,1685638803.635246,,,0.057473982079275635,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07215682819734291, 'num_layers': 2}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 18:51:28,bjzusly5,101.63999938964844,78.910888671875,73.9033203125,3.1152029037475586,3.2331342697143555,3.2149693965911865,77.55061340332031,1.928562879562378,,relu,batch_norm,cpu,0.07215682819734291,,2.0,,64.0,,,,,1-WL+NN
1412,,,0.0,{'runtime': 784},785.4900412559509,1685638562.252004,,,0.098170432963938,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1976938048854009, 'num_layers': 2}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 18:42:55,q4qxtknx,107.08000183105467,78.57425689697266,74.04971313476562,3.999183654785156,3.91344141960144,3.927380084991455,77.79489135742188,2.3736202716827393,,relu,batch_norm,cpu,0.1976938048854009,,2.0,,32.0,,,,,1-WL+NN
1413,,,0.0,{'runtime': 2443},2443.584958791733,1685639916.4497795,,,0.02925317447315721,3.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.05579182237187639, 'num_layers': 5}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 18:37:51,54se1vry,93.0999984741211,81.9081039428711,80.90510559082031,1.821078419685364,2.0338449478149414,2.1138384342193604,88.10393524169922,1.760335087776184,,relu,batch_norm,cuda,0.05579182237187639,,5.0,,64.0,,,,,1-WL+NN
1414,,,0.0,{'runtime': 1021},1022.7848751544952,1685638275.7219892,,,0.05410929611278523,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.08148376740970764, 'num_layers': 5}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 18:34:11,so6lsjys,100.45999908447266,76.81188201904297,72.96894836425781,3.500495672225952,5.967776298522949,5.392993450164795,74.9595718383789,4.5919413566589355,,relu,batch_norm,cpu,0.08148376740970764,,5.0,,128.0,,,,,1-WL+NN
1415,,,0.0,{'runtime': 2031},2032.1726109981537,1685639136.220403,,,0.051088325441851275,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.11516568563460863, 'num_layers': 2}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 18:31:42,faplk468,101.27999877929688,76.1891860961914,74.68612670898438,3.2890665531158447,2.0439629554748535,2.2380542755126953,77.66415405273438,1.9369107484817505,,relu,batch_norm,cuda,0.11516568563460863,,2.0,,64.0,,,,,1-WL+NN
1416,,,0.0,{'runtime': 453},454.7307589054108,1685637236.83843,,,0.01415767181183458,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03569134941683845, 'num_layers': 2}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 18:26:20,o5wccc9v,90.4000015258789,78.7128677368164,73.84941864013672,4.5175395011901855,3.437086820602417,3.8231513500213623,79.429443359375,1.890123963356018,,relu,batch_norm,cpu,0.03569134941683845,,2.0,,32.0,,,,,1-WL+NN
1417,,,0.0,{'runtime': 1034},1034.95570397377,1685637761.279678,,,0.07126864177756309,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.17148907885412107, 'num_layers': 5}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 18:25:24,xuvnpl3t,106.81999969482422,70.63365936279297,67.09539794921875,3.3787450790405273,5.3209919929504395,5.22593355178833,69.04618072509766,3.128408670425415,,relu,batch_norm,cpu,0.17148907885412107,,5.0,,64.0,,,,,1-WL+NN
1418,,,0.0,{'runtime': 925},925.8958628177644,1685636709.424476,,,0.04732465330291915,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.12397582515267504, 'num_layers': 5}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 18:09:41,5mriyd9v,102.12000274658205,73.18811798095703,68.63947296142578,4.303012847900391,4.27540922164917,4.003393650054932,73.189697265625,2.7707648277282715,,relu,batch_norm,cpu,0.12397582515267504,,5.0,,32.0,,,,,1-WL+NN
1419,,,0.0,{'runtime': 1041},1042.0672738552094,1685636765.981334,,,0.05259136667855856,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.14537257092365574, 'num_layers': 5}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 18:08:42,vgkvup8z,101.55999755859376,77.70297241210938,73.67069244384766,4.136250972747803,4.505077838897705,4.47208309173584,75.61194610595703,3.319074869155884,,relu,batch_norm,cpu,0.14537257092365574,,5.0,,128.0,,,,,1-WL+NN
1420,,,0.0,{'runtime': 2146},2146.989048242569,1685637450.9151373,,,0.06634943826576412,2.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0068513958017790925, 'num_layers': 2}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 18:01:42,hw198ddm,106.73999786376952,80.3621597290039,79.49878692626953,3.4747486114501953,2.200846910476685,2.196012258529663,86.61639404296875,1.8130824565887451,,relu,batch_norm,cuda,0.0068513958017790925,,2.0,,64.0,,,,,1-WL+NN
1421,,,0.0,{'runtime': 766},767.0187470912933,1685635768.419019,,,0.02253349061448884,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.12921813260584766, 'num_layers': 3}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 17:56:40,z5pqsftw,94.18000030517578,78.35643768310547,74.6410903930664,3.008084297180176,3.572709321975708,4.24561071395874,80.42869567871094,2.2743875980377197,,relu,batch_norm,cpu,0.12921813260584766,,3.0,,32.0,,,,,1-WL+NN
1422,,,0.0,{'runtime': 2138},2138.995146036148,1685637078.463619,,,0.029364389288407643,2.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03389308403005647, 'num_layers': 3}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 17:55:38,cwhyw8a3,92.95999908447266,81.25946044921875,80.04866790771484,1.4422205686569214,1.755470871925354,1.896167278289795,88.31480407714844,1.7411859035491943,,relu,batch_norm,cuda,0.03389308403005647,,3.0,,64.0,,,,,1-WL+NN
1423,,,0.0,{'runtime': 948},948.7582981586456,1685635708.261866,,,0.08658244054815022,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.027725185465182035, 'num_layers': 5}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 17:52:38,4b3dqmym,106.8000030517578,67.00990295410156,63.2681770324707,3.675622940063477,5.9723005294799805,5.777055740356445,64.89400482177734,3.628027200698853,,relu,batch_norm,cpu,0.027725185465182035,,5.0,,128.0,,,,,1-WL+NN
1424,,,0.0,{'runtime': 688},688.8339912891388,1685634982.6917472,,,0.018741762628316037,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.04424814396141988, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 17:44:52,7119z4k3,97.12000274658205,78.13861846923828,74.37113952636719,4.684494495391846,3.364076852798462,3.905818462371826,78.5699462890625,1.9434176683425903,,relu,batch_norm,cpu,0.04424814396141988,,3.0,,16.0,,,,,1-WL+NN
1425,,,0.0,{'runtime': 493},494.50597286224365,1685634747.181501,,,0.05977750052033193,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.08517859950618088, 'num_layers': 2}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 17:44:11,usr9vhs2,101.31999969482422,78.87129211425781,75.18002319335938,3.919808387756348,3.3805105686187744,4.463411808013916,78.87875366210938,1.9045709371566772,,relu,batch_norm,cpu,0.08517859950618088,,2.0,,16.0,,,,,1-WL+NN
1426,,,0.0,{'runtime': 739},740.4720120429993,1685634274.703564,,,0.026328997901573756,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.12613857423162564, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 17:32:12,qlu2ktv9,94.5999984741211,78.27722930908203,73.9189224243164,3.7742414474487305,3.911651849746704,4.051205635070801,79.26969909667969,2.4262731075286865,,relu,batch_norm,cpu,0.12613857423162564,,3.0,,16.0,,,,,1-WL+NN
1427,,,0.0,{'runtime': 1027},1027.9559779167175,1685634236.1984,,,0.06875737635942616,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.13796651662170342, 'num_layers': 4}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 17:26:46,cbikevoh,108.5,77.68316650390625,73.67019653320312,4.329537868499756,3.936124563217163,5.035400867462158,75.17269897460938,2.8242688179016113,,relu,batch_norm,cpu,0.13796651662170342,,4.0,,128.0,,,,,1-WL+NN
1428,,,0.0,{'runtime': 2069},2069.5191011428833,1685635277.0241332,,,0.02187827827344016,3.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.014108983902588634, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 17:26:46,majgwbuh,92.16000366210938,81.95675659179688,81.0656967163086,0.42185208201408386,1.8335177898406985,1.8670746088027952,91.82756805419922,1.696840524673462,,relu,batch_norm,cuda,0.014108983902588634,,3.0,,16.0,,,,,1-WL+NN
1429,,,0.0,{'runtime': 609},610.1885650157928,1685633195.011809,,,0.04885230020602668,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.05786119893765196, 'num_layers': 2}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 17:16:23,z6nvlxsi,101.45999908447266,78.910888671875,74.53169250488281,4.338767051696777,4.16356086730957,4.044045448303223,79.7335433959961,2.6223747730255127,,relu,batch_norm,cpu,0.05786119893765196,,2.0,,64.0,,,,,1-WL+NN
1430,,,0.0,{'runtime': 2604},2604.950152397156,1685634917.1883595,,,0.06993299045163755,3.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1808950240937356, 'num_layers': 4}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 17:11:50,78h1y2nm,105.63999938964844,82.35675811767578,81.62530517578125,2.4054360389709473,1.9876028299331665,2.1075422763824463,89.96455383300781,2.0746865272521973,,relu,batch_norm,cuda,0.1808950240937356,,4.0,,16.0,,,,,1-WL+NN
1431,,,0.0,{'runtime': 1355},1355.9094820022583,1685633517.421772,,,0.034270787545660035,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1532542841435495, 'num_layers': 5}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 17:09:19,7tw1cvj3,101.8000030517578,78.39604187011719,73.85021209716797,3.870347738265991,3.767211675643921,3.984303951263428,77.16417694091797,2.2326200008392334,,relu,batch_norm,cpu,0.1532542841435495,,5.0,,128.0,,,,,1-WL+NN
1432,,,0.0,{'runtime': 680},681.2931928634644,1685632567.563639,,,0.0216619557401013,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0759225004798866, 'num_layers': 4}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 17:04:44,qkm2hdbu,95.91999816894533,78.69306945800781,73.92294311523438,4.104949951171875,4.3191704750061035,4.386713981628418,78.88078308105469,2.837942123413086,,relu,batch_norm,cpu,0.0759225004798866,,4.0,,32.0,,,,,1-WL+NN
1433,,,0.0,{'runtime': 660},661.5417189598083,1685632144.870807,,,0.011021069458176151,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.011145912297415262, 'num_layers': 2}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 01.06.2023 16:58:01,8orzcum5,89.13999938964844,72.61386108398438,68.20447540283203,2.9624176025390625,4.334752082824707,4.422398567199707,77.91712951660156,3.1840741634368896,,relu,batch_norm,cpu,0.011145912297415262,,2.0,,128.0,,,,,1-WL+NN
1434,,,0.0,{'runtime': 582},583.2777400016785,1685631869.880001,,,0.006494046983925425,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1098179870292419, 'num_layers': 5}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 16:54:45,qk4oswoo,80.77999877929688,77.82178497314453,73.5592041015625,1.7761458158493042,4.07001256942749,4.8427934646606445,78.48544311523438,2.3407042026519775,,relu,batch_norm,cpu,0.1098179870292419,,5.0,,16.0,,,,,1-WL+NN
1435,,,0.0,{'runtime': 681},682.3933510780334,1685631464.646095,,,0.09189616882138478,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.18464690557065627, 'num_layers': 2}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 16:46:20,rp4976tl,107.6999969482422,78.97029876708984,73.83140563964844,3.0050976276397705,3.374290704727173,3.37052583694458,78.41665649414062,1.9252160787582395,,relu,batch_norm,cpu,0.18464690557065627,,2.0,,16.0,,,,,1-WL+NN
1436,,,0.0,{'runtime': 2487},2487.595206260681,1685633183.6717703,,,0.05419387146549723,2.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.11024522679720122, 'num_layers': 5}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 16:44:54,t7w0dy8h,100.08000183105467,80.9081039428711,79.5328369140625,2.9886860847473145,1.7264857292175293,1.789056658744812,85.10363006591797,1.2094933986663818,,relu,batch_norm,cuda,0.11024522679720122,,5.0,,16.0,,,,,1-WL+NN
1437,,,0.0,{'runtime': 586},587.001207113266,1685631269.5354922,,,0.032653302465547804,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.014342533898710742, 'num_layers': 3}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 16:44:41,e7g460qg,94.5,78.59405517578125,74.66023254394531,3.615442991256714,4.069471836090088,3.5407588481903076,79.40262603759766,2.7731730937957764,,relu,batch_norm,cpu,0.014342533898710742,,3.0,,32.0,,,,,1-WL+NN
1438,,,0.0,{'runtime': 2084},2084.6014561653137,1685632290.760656,,,0.018132422467700065,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,NCI1,33.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.017056926487845115, 'num_layers': 3}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 16:36:44,8b5eosqq,93.45999908447266,75.63783264160156,74.54988098144531,2.549189567565918,1.9649511575698853,2.4316000938415527,79.99159240722656,2.0127294063568115,,relu,batch_norm,cuda,0.017056926487845115,,3.0,,128.0,,,,,1-WL+NN
1439,,,0.0,{'runtime': 702},703.3448231220245,1685630764.9229991,,,0.08402766857757023,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.05375078252345127, 'num_layers': 2}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 16:34:20,bgo3zt4b,108.12000274658205,79.0693130493164,74.57014465332031,4.475055694580078,3.2808001041412354,3.6756246089935303,78.623046875,2.093968391418457,,relu,batch_norm,cpu,0.05375078252345127,,2.0,,32.0,,,,,1-WL+NN
1440,,,0.0,{'runtime': 648},649.3518760204315,1685630663.675582,,,0.06873360207506202,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.11609506009205373, 'num_layers': 2}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 16:33:32,evmf6b5i,106.91999816894533,79.2871322631836,74.33526611328125,3.5099856853485107,3.5885212421417236,4.101471424102783,78.77669525146484,2.594592571258545,,relu,batch_norm,cpu,0.11609506009205373,,2.0,,64.0,,,,,1-WL+NN
1441,,,0.0,{'runtime': 590},591.2142481803894,1685629999.734892,,,0.04109496766445018,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.05217955344169856, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 16:23:26,cwri9coe,100.54000091552734,78.35643768310547,73.99066925048828,3.157175064086914,3.7742152214050297,4.789525985717773,79.08050537109375,2.650385618209839,,relu,batch_norm,cpu,0.05217955344169856,,3.0,,16.0,,,,,1-WL+NN
1442,,,0.0,{'runtime': 901},902.4887511730194,1685630046.877227,,,0.034746565850811845,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06514000785379129, 'num_layers': 3}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 01.06.2023 16:19:02,r2s8bgn3,100.41999816894533,78.8910903930664,74.26045227050781,2.3740949630737305,3.829102516174317,4.070865631103516,79.55790710449219,2.4900388717651367,,relu,batch_norm,cpu,0.06514000785379129,,3.0,,64.0,,,,,1-WL+NN
1443,,,0.0,{'runtime': 498},499.5574090480805,1685629390.751949,,,0.04472835614585256,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,PROTEINS,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.13964062745915, 'num_layers': 2}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 01.06.2023 16:14:49,303wni0p,102.76000213623048,78.87128448486328,74.29794311523438,3.8680269718170166,3.1348626613616943,4.053173065185547,78.90510559082031,2.0037333965301514,,relu,batch_norm,cpu,0.13964062745915,,2.0,,32.0,,,,,1-WL+NN
